"No.","Time","Source","Destination","Protocol","Length","Info"
"27","2.219461584","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=427 Ack=8305 Win=46592 Len=0 TSval=2704091200 TSecr=2549398792"
"28","2.219516815","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"29","2.219530993","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=427 Ack=9689 Win=49536 Len=0 TSval=2704091200 TSecr=2549398792"
"30","2.220892399","10.7.174.111","192.168.42.169","HTTP","510","HTTP/1.1 200 OK  (text/html)"
"31","2.220902307","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=427 Ack=10133 Win=52352 Len=0 TSval=2704091201 TSecr=2549398792"
"32","2.221078354","10.7.174.111","192.168.42.169","TCP","1450","[TCP Out-Of-Order] 80  >  43870 [ACK] Seq=1 Ack=427 Win=15616 Len=1384 TSval=2549398862 TSecr=2704090861"
"33","2.221098396","192.168.42.169","10.7.174.111","TCP","78","[TCP Dup ACK 31#1] 43870  >  80 [ACK] Seq=427 Ack=10133 Win=52352 Len=0 TSval=2704091201 TSecr=2549398792 SLE=1 SRE=1385"
"34","2.298662616","192.168.42.169","10.7.174.111","HTTP","519","GET /sites/default/files/ctools/css/2d4fe1c1412881a73110e50a115127de.css?Y HTTP/1.1 "
"35","2.300074659","192.168.42.169","10.7.174.111","TCP","74","43872  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2704091221 TSecr=0 WS=128"
"36","2.302818991","192.168.42.169","10.7.174.111","TCP","74","43874  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2704091221 TSecr=0 WS=128"
"37","2.303612978","192.168.42.169","10.7.174.111","TCP","74","43876  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2704091221 TSecr=0 WS=128"
"38","2.304477647","192.168.42.169","10.7.174.111","TCP","74","43878  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2704091222 TSecr=0 WS=128"
"39","2.305457434","192.168.42.169","10.7.174.111","TCP","74","43880  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=2704091222 TSecr=0 WS=128"
"40","2.306492660","10.7.174.111","192.168.42.169","TCP","66","80  >  43870 [ACK] Seq=10133 Ack=880 Win=16640 Len=0 TSval=2549398980 TSecr=2704091220"
"41","2.307263508","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"42","2.307274913","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=880 Ack=11517 Win=55168 Len=0 TSval=2704091222 TSecr=2549398981"
"43","2.307291818","10.7.174.111","192.168.42.169","HTTP","777","HTTP/1.1 200 OK  (text/css)"
"44","2.307297265","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=880 Ack=12228 Win=57984 Len=0 TSval=2704091222 TSecr=2549398981"
"45","2.307408281","192.168.42.169","10.7.174.111","HTTP","479","GET /modules/system/defaults.css?Y HTTP/1.1 "
"46","2.324861888","10.7.174.111","192.168.42.169","TCP","74","80  >  43872 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1396 SACK_PERM=1 TSval=2549398981 TSecr=2704091221 WS=128"
"47","2.324900751","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2704091227 TSecr=2549398981"
"48","2.324914854","10.7.174.111","192.168.42.169","TCP","74","80  >  43874 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1396 SACK_PERM=1 TSval=2549398982 TSecr=2704091221 WS=128"
"49","2.324924470","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2704091227 TSecr=2549398982"
"50","2.324941922","10.7.174.111","192.168.42.169","TCP","74","80  >  43876 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1396 SACK_PERM=1 TSval=2549398984 TSecr=2704091221 WS=128"
"51","2.324952699","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2704091227 TSecr=2549398984"
"52","2.324987532","192.168.42.169","10.7.174.111","HTTP","483","GET /modules/system/system-menus.css?Y HTTP/1.1 "
"53","2.325051098","192.168.42.169","10.7.174.111","HTTP","477","GET /modules/system/system.css?Y HTTP/1.1 "
"54","2.325096221","192.168.42.169","10.7.174.111","HTTP","473","GET /modules/node/node.css?Y HTTP/1.1 "
"55","2.328346457","10.7.174.111","192.168.42.169","TCP","74","80  >  43878 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1396 SACK_PERM=1 TSval=2549398986 TSecr=2704091222 WS=128"
"56","2.328369415","192.168.42.169","10.7.174.111","TCP","66","43878  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2704091228 TSecr=2549398986"
"57","2.328468191","192.168.42.169","10.7.174.111","HTTP","473","GET /modules/user/user.css?Y HTTP/1.1 "
"58","2.330178238","10.7.174.111","192.168.42.169","TCP","74","80  >  43880 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1396 SACK_PERM=1 TSval=2549398987 TSecr=2704091222 WS=128"
"59","2.330199165","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=2704091228 TSecr=2549398987"
"60","2.330290403","192.168.42.169","10.7.174.111","HTTP","522","GET /sites/default/modules/calendar/calendar_multiday/calendar_multiday.css?Y HTTP/1.1 "
"61","2.346173369","10.7.174.111","192.168.42.169","HTTP","1176","HTTP/1.1 200 OK  (text/css)"
"62","2.346385753","192.168.42.169","10.7.174.111","HTTP","502","GET /sites/default/modules/cck/theme/content-module.css?Y HTTP/1.1 "
"63","2.369735945","10.7.174.111","192.168.42.169","TCP","66","80  >  43872 [ACK] Seq=1 Ack=418 Win=15616 Len=0 TSval=2549398995 TSecr=2704091227"
"64","2.369873933","10.7.174.111","192.168.42.169","HTTP","1355","HTTP/1.1 200 OK  (text/css)"
"65","2.369883006","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=418 Ack=1290 Win=31872 Len=0 TSval=2704091238 TSecr=2549398996"
"66","2.369922421","10.7.174.111","192.168.42.169","TCP","66","80  >  43874 [ACK] Seq=1 Ack=412 Win=15616 Len=0 TSval=2549398997 TSecr=2704091227"
"67","2.370071383","192.168.42.169","10.7.174.111","HTTP","495","GET /sites/default/modules/ctools/css/ctools.css?Y HTTP/1.1 "
"68","2.375703481","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"69","2.375723031","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=1385 Win=32128 Len=0 TSval=2704091239 TSecr=2549398997"
"70","2.376152303","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"71","2.376163226","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=2769 Win=35072 Len=0 TSval=2704091240 TSecr=2549398997"
"72","2.377088282","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"73","2.377101468","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=4153 Win=37888 Len=0 TSval=2704091240 TSecr=2549398997"
"74","2.377440733","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"75","2.377452356","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=5537 Win=40832 Len=0 TSval=2704091240 TSecr=2549398997"
"76","2.377751153","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"77","2.377763009","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=6921 Win=43776 Len=0 TSval=2704091240 TSecr=2549398997"
"78","2.378168698","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"79","2.378173222","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=8305 Win=46592 Len=0 TSval=2704091240 TSecr=2549398997"
"80","2.379810188","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"81","2.379829288","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=9689 Win=49536 Len=0 TSval=2704091240 TSecr=2549398997"
"82","2.381393204","10.7.174.111","192.168.42.169","HTTP","755","HTTP/1.1 200 OK  (text/css)"
"83","2.381410609","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=412 Ack=10378 Win=52352 Len=0 TSval=2704091241 TSecr=2549398997"
"84","2.381541144","192.168.42.169","10.7.174.111","HTTP","487","GET /sites/default/modules/date/date.css?Y HTTP/1.1 "
"85","2.383052920","10.7.174.111","192.168.42.169","TCP","66","80  >  43876 [ACK] Seq=1 Ack=408 Win=15616 Len=0 TSval=2549398998 TSecr=2704091227"
"86","2.383436870","10.7.174.111","192.168.42.169","HTTP","1160","HTTP/1.1 200 OK  (text/css)"
"87","2.383452548","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=408 Ack=1095 Win=31488 Len=0 TSval=2704091241 TSecr=2549398998"
"88","2.383605367","192.168.42.169","10.7.174.111","HTTP","511","GET /sites/default/modules/date/date_popup/themes/datepicker.css?Y HTTP/1.1 "
"89","2.391021979","10.7.174.111","192.168.42.169","TCP","66","80  >  43878 [ACK] Seq=1 Ack=408 Win=15616 Len=0 TSval=2549399002 TSecr=2704091228"
"90","2.391436967","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"91","2.391449575","192.168.42.169","10.7.174.111","TCP","66","43878  >  80 [ACK] Seq=408 Ack=1385 Win=32128 Len=0 TSval=2704091243 TSecr=2549399002"
"92","2.391464716","10.7.174.111","192.168.42.169","HTTP","164","HTTP/1.1 200 OK  (text/css)"
"93","2.391475445","192.168.42.169","10.7.174.111","TCP","66","43878  >  80 [ACK] Seq=408 Ack=1483 Win=32128 Len=0 TSval=2704091243 TSecr=2549399002"
"94","2.391648418","192.168.42.169","10.7.174.111","HTTP","517","GET /sites/default/modules/date/date_popup/themes/jquery.timeentry.css?Y HTTP/1.1 "
"95","2.400001428","10.7.174.111","192.168.42.169","TCP","66","80  >  43880 [ACK] Seq=1 Ack=457 Win=15616 Len=0 TSval=2549399004 TSecr=2704091228"
"96","2.400293346","192.168.42.169","10.10.78.22","TCP","74","57216  >  3128 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3282693922 TSecr=0 WS=128"
"97","2.401000735","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"98","2.401010390","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=1385 Win=32128 Len=0 TSval=2704091246 TSecr=2549399004"
"99","2.401347971","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"100","2.401361125","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=2769 Win=35072 Len=0 TSval=2704091246 TSecr=2549399004"
"101","2.401635484","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"102","2.401640979","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=4153 Win=37888 Len=0 TSval=2704091246 TSecr=2549399004"
"103","2.407168294","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"104","2.407189374","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=5537 Win=40832 Len=0 TSval=2704091247 TSecr=2549399004"
"105","2.407227259","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"106","2.407235631","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=6921 Win=43776 Len=0 TSval=2704091247 TSecr=2549399004"
"107","2.407521613","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"108","2.407525367","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=8305 Win=46592 Len=0 TSval=2704091247 TSecr=2549399004"
"109","2.412706164","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"110","2.412722372","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=9689 Win=49536 Len=0 TSval=2704091249 TSecr=2549399004"
"111","2.417205753","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"112","2.417223855","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=11073 Win=52480 Len=0 TSval=2704091250 TSecr=2549399004"
"113","2.417376906","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"114","2.417392531","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=12457 Win=55296 Len=0 TSval=2704091250 TSecr=2549399004"
"115","2.417579614","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"116","2.417593257","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=13841 Win=58240 Len=0 TSval=2704091250 TSecr=2549399004"
"117","2.425226347","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"118","2.425545622","10.7.174.111","192.168.42.169","HTTP","1433","HTTP/1.1 200 OK  (text/css)"
"119","2.425562892","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=1729 Ack=16089 Win=66560 Len=0 TSval=2704091252 TSecr=2549399010"
"120","2.425691685","192.168.42.169","10.7.174.111","HTTP","499","GET /sites/default/modules/dhtml_menu/dhtml_menu.css?Y HTTP/1.1 "
"121","2.432796812","10.7.174.111","192.168.42.169","HTTP","1000","HTTP/1.1 200 OK  (text/css)"
"122","2.433166238","192.168.42.169","10.7.174.111","HTTP","497","GET /sites/default/modules/filefield/filefield.css?Y HTTP/1.1 "
"123","2.450893433","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"124","2.451052391","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"125","2.451063249","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=833 Ack=13146 Win=58112 Len=0 TSval=2704091258 TSecr=2549399016"
"126","2.451364184","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"127","2.451382756","10.7.174.111","192.168.42.169","HTTP","72","HTTP/1.1 200 OK  (text/css)"
"128","2.451394959","192.168.42.169","10.7.174.111","TCP","66","43874  >  80 [ACK] Seq=833 Ack=14536 Win=60928 Len=0 TSval=2704091258 TSecr=2549399016"
"129","2.451500095","192.168.42.169","10.7.174.111","HTTP","495","GET /sites/default/modules/panels/css/panels.css?Y HTTP/1.1 "
"130","2.458819042","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"131","2.459056910","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"132","2.459072897","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=853 Ack=3863 Win=37248 Len=0 TSval=2704091260 TSecr=2549399018"
"133","2.459419232","10.7.174.111","192.168.42.169","HTTP","1363","HTTP/1.1 200 OK  (text/css)"
"134","2.459600763","192.168.42.169","10.7.174.111","HTTP","511","GET /sites/default/modules/cck/modules/fieldgroup/fieldgroup.css?Y HTTP/1.1 "
"135","2.468134286","10.7.174.111","192.168.42.169","HTTP","571","HTTP/1.1 200 OK  (text/css)"
"136","2.468328084","192.168.42.169","10.7.174.111","HTTP","493","GET /sites/default/modules/views/css/views.css?Y HTTP/1.1 "
"137","2.469704086","10.10.78.22","192.168.42.169","TCP","74","3128  >  57216 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1396 SACK_PERM=1 TSval=38201386 TSecr=3282693922 WS=128"
"138","2.469735688","192.168.42.169","10.10.78.22","TCP","66","57216  >  3128 [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=3282693939 TSecr=38201386"
"139","2.469892457","192.168.42.169","10.10.78.22","HTTP","295","CONNECT api.accounts.firefox.com:443 HTTP/1.1 "
"140","2.473061795","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"141","2.473078975","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=15225 Win=61056 Len=0 TSval=2704091264 TSecr=2549399022"
"142","2.473346920","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"143","2.473351735","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=16609 Win=64000 Len=0 TSval=2704091264 TSecr=2549399022"
"144","2.473721668","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"145","2.473725575","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=17993 Win=66944 Len=0 TSval=2704091264 TSecr=2549399022"
"146","2.473896191","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"147","2.473905181","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=19377 Win=69760 Len=0 TSval=2704091264 TSecr=2549399022"
"148","2.474414197","10.7.174.111","192.168.42.169","HTTP","1323","HTTP/1.1 200 OK  (text/css)"
"149","2.474420209","192.168.42.169","10.7.174.111","TCP","66","43880  >  80 [ACK] Seq=457 Ack=20634 Win=72576 Len=0 TSval=2704091264 TSecr=2549399022"
"150","2.474486522","192.168.42.169","10.7.174.111","HTTP","530","GET /sites/default/modules/panels/plugins/layouts/twocol_stacked/twocol_stacked.css?Y HTTP/1.1 "
"151","2.491117258","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"152","2.491117826","10.7.174.111","192.168.42.169","HTTP","205","HTTP/1.1 200 OK  (text/css)"
"153","2.491169378","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=2162 Ack=17612 Win=72192 Len=0 TSval=2704091268 TSecr=2549399026"
"154","2.491455875","192.168.42.169","10.7.174.111","HTTP","511","GET /sites/all/modules/jcarousel/skins/tango/jcarousel-tango.css?Y HTTP/1.1 "
"155","2.493170821","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"156","2.493226023","10.7.174.111","192.168.42.169","HTTP","272","HTTP/1.1 200 OK  (text/css)"
"157","2.493243801","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=1278 Ack=3814 Win=40064 Len=0 TSval=2704091269 TSecr=2549399027"
"158","2.493520625","192.168.42.169","10.7.174.111","HTTP","510","GET /sites/default/modules/views_nivo_slider/js/nivo-slider.css?Y HTTP/1.1 "
"159","2.499305879","10.7.174.111","192.168.42.169","HTTP","1330","HTTP/1.1 200 OK  (text/css)"
"160","2.499589319","192.168.42.169","10.7.174.111","HTTP","529","GET /sites/default/modules/views_nivo_slider/styles/default/custom-nivo-slider.css?Y HTTP/1.1 "
"161","2.501886156","10.7.174.111","192.168.42.169","HTTP","584","HTTP/1.1 200 OK  (text/css)"
"162","2.502197867","192.168.42.169","10.7.174.111","HTTP","505","GET /sites/default/themes/fusion/fusion_core/css/style.css?Y HTTP/1.1 "
"163","2.503430043","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"164","2.503650198","10.7.174.111","192.168.42.169","HTTP","988","HTTP/1.1 200 OK  (text/css)"
"165","2.503676067","192.168.42.169","10.7.174.111","TCP","66","43878  >  80 [ACK] Seq=1286 Ack=4294 Win=40576 Len=0 TSval=2704091271 TSecr=2549399030"
"166","2.503883896","192.168.42.169","10.7.174.111","HTTP","510","GET /sites/default/themes/fusion/fusion_core/css/typography.css?Y HTTP/1.1 "
"167","2.507554011","10.10.78.22","192.168.42.169","TCP","66","3128  >  57216 [ACK] Seq=1 Ack=230 Win=15616 Len=0 TSval=38201396 TSecr=3282693939"
"168","2.525052598","10.7.174.111","192.168.42.169","HTTP","1262","HTTP/1.1 200 OK  (text/css)"
"169","2.525208863","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"170","2.525398564","192.168.42.169","10.7.174.111","HTTP","509","GET /sites/default/themes/fusion/fusion_core/css/superfish.css?Y HTTP/1.1 "
"171","2.525524054","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"172","2.525534166","192.168.42.169","10.7.174.111","TCP","66","43870  >  80 [ACK] Seq=2607 Ack=20380 Win=77952 Len=0 TSval=2704091277 TSecr=2549399034"
"173","2.526785685","10.7.174.111","192.168.42.169","HTTP","1450","HTTP/1.1 200 OK  (text/css)"
"174","2.527062152","192.168.42.169","10.7.174.111","HTTP","516","GET /sites/default/themes/fusion/fusion_core/css/superfish-navbar.css?Y HTTP/1.1 "
"175","2.533444529","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"176","2.533445285","10.7.174.111","192.168.42.169","HTTP","297","HTTP/1.1 200 OK  (text/css)"
"177","2.533499593","192.168.42.169","10.7.174.111","TCP","66","43872  >  80 [ACK] Seq=1722 Ack=5429 Win=45696 Len=0 TSval=2704091279 TSecr=2549399037"
"178","2.533840200","192.168.42.169","10.7.174.111","HTTP","518","GET /sites/default/themes/fusion/fusion_core/css/superfish-vertical.css?Y HTTP/1.1 "
"179","2.536457934","10.7.174.111","192.168.42.169","HTTP","1367","HTTP/1.1 200 OK  (text/css)"
"180","2.536927161","192.168.42.169","10.7.174.111","HTTP","516","GET /sites/default/themes/acquia_prosper/css/acquia-prosper-style.css?Y HTTP/1.1 "
"181","2.540262027","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"182","2.540592144","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"183","2.540606238","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=1737 Ack=8446 Win=48512 Len=0 TSval=2704091281 TSecr=2549399038"
"184","2.540889505","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"185","2.541218538","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"186","2.541224222","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=1737 Ack=11214 Win=54400 Len=0 TSval=2704091281 TSecr=2549399038"
"187","2.541669432","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"188","2.544612952","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"189","2.544631177","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=1737 Ack=13982 Win=60160 Len=0 TSval=2704091282 TSecr=2549399038"
"190","2.547569337","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"191","2.547910718","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"192","2.547922119","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=1737 Ack=16750 Win=65920 Len=0 TSval=2704091282 TSecr=2549399038"
"193","2.548186919","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"194","2.548552595","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"195","2.548569771","192.168.42.169","10.7.174.111","TCP","66","43876  >  80 [ACK] Seq=1737 Ack=19518 Win=71680 Len=0 TSval=2704091283 TSecr=2549399038"
"196","2.549590129","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
"197","2.549846410","10.7.174.111","192.168.42.169","TCP","1450","[TCP segment of a reassembled PDU]"
